model,image_idx,y_true,k_total,winning_corruption,phase1_l2,phase1_queries,phase1_ssim,phase1_mse,phase1_linf,best_l2,final_l2,final_label,final_ssim,final_mse,final_linf,IR_phase3,n_gens,queries_phase3,q_offspring_eval,q_xi_shrink,q_theta_bs,runtime_sec
robust,243,2,14,fractal_random,3.182291791652835,87,0.7894740104675293,0.0032965433096422566,0.20031410455703735,1.4044842460488485,1.4288402761420376,4,0.9624156355857849,0.0006645782960168476,0.19175712764263153,0.5586563590011397,20,1940,1088,20,832,8.202811002731323
standard,244,6,14,jpeg,3.3450591995407963,140,0.8580206036567688,0.0036423896642032954,0.30684760212898254,3.125393430077093,3.1476437958496475,5,0.8710768818855286,0.0032251502216203674,0.27043649554252625,0.06566872403748751,15,1884,840,30,1014,7.476366996765137
robust,244,6,14,blur,5.029618619080675,98,0.5778878331184387,0.008234721176237969,0.4597659111022949,4.811398644023364,5.135839499185874,4,0.618962287902832,0.008586213269927324,0.48329058289527893,0.043386982509858285,16,1929,846,17,1066,8.146459817886353
standard,245,3,14,fractal_random,2.0053914170906477,40,0.8865835070610046,0.0013091128697073045,0.1329142153263092,1.3625029290941462,1.3745714066556736,2,0.9489409327507019,0.0006150542098127235,0.11962265148758888,0.32058005360827857,20,1987,1120,35,832,7.531499147415161
robust,245,3,14,fractal_random,3.7544805730370996,44,0.7542399764060974,0.004588582152771158,0.3031964898109436,0.9029998794668777,0.9091017307084578,5,0.9876521229743958,0.000269031889212816,0.07505384087562561,0.7594874012794753,20,1972,1120,20,832,9.07800817489624
standard,246,8,14,blur,1.9768754304454863,133,0.9319985508918762,0.0012721472875973396,0.20279040932655334,1.5636733087971828,1.565357728138669,9,0.9437932968139648,0.0007976383011787023,0.09402060508728027,0.20901778396587636,17,1879,952,43,884,8.161574125289917
robust,246,8,14,fractal_random,7.977606629949868,51,0.3873508870601654,0.020716864434316456,0.5328878462314606,3.4249005090130904,3.5482075800578863,9,0.8241936564445496,0.004098234685709278,0.2515299767255783,0.5706857121589345,21,1976,1123,21,832,9.010682821273804
standard,247,0,14,fractal_random,1.930512510898815,39,0.9512481093406677,0.001213176612870068,0.15912914276123047,1.41035570344016,1.4183202296246538,2,0.9683387875556946,0.0006548282091217045,0.07463741302490234,0.2694397495598092,19,1967,1064,19,884,7.541847467422485
robust,247,0,14,blur,6.456437452385314,96,0.7438839077949524,0.01356952622935019,0.3952926993370056,5.708921815563135,5.834844399807403,8,0.7778007984161377,0.011082489894777529,0.34779855608940125,0.1157783440689898,18,1931,965,30,936,8.272709846496582
standard,248,4,14,blur,2.3411656666168787,135,0.9126794934272766,0.0017841981375474134,0.2126551866531372,1.4025329965849467,1.4025329965849467,6,0.9698901772499084,0.0006403316535102034,0.10655629634857178,0.4009253524498807,18,1892,987,73,832,7.477768182754517
robust,248,4,14,jpeg,5.5101452235026045,93,0.6805887818336487,0.009883366010445496,0.3785129189491272,2.660977070545191,2.664196995055735,6,0.9071421027183533,0.0023105291799665586,0.16394638270139694,0.5170767806272624,21,1934,1155,77,702,8.24999451637268
standard,249,3,14,fractal_random,2.3185103976673753,95,0.9469314217567444,0.0017498341354465275,0.1727524995803833,2.2867740958943954,2.3125884662571377,3,0.9524945616722107,0.0017409066763249487,0.18149056285619736,0.013688229220325872,3,1931,168,1607,156,7.636950969696045
robust,249,3,14,fractal_random,6.350167336292966,94,0.6870556473731995,0.01312650559860746,0.44295894354581833,4.922513827867206,4.948456139479131,6,0.7954556941986084,0.007971099617624216,0.4024620056152344,0.22482139962931752,18,1915,1008,49,858,8.215537548065186
standard,250,9,14,blur,3.1838750760649774,88,0.9223412871360779,0.0032998243815064343,0.29324352741241455,2.385337737416293,2.441586805157989,2,0.9412589073181152,0.0019405423859177762,0.18012931942939758,0.25080674322047036,18,1939,958,19,962,7.6232287883758545
robust,250,9,14,blur,8.55772583049665,97,0.4427241384983063,0.023839411259749237,0.5347997546195984,6.720117771660684,6.831095556835355,6,0.7225520014762878,0.01519006080748711,0.34396106004714966,0.2147308870643406,17,1913,952,51,910,8.272345781326294
standard,251,0,14,blur,1.8744070412040486,94,0.9607849717140198,0.0011436854674854544,0.20516955852508545,1.432707504619513,1.4537368189884468,1,0.9770786762237549,0.0006879397225235751,0.14521123096346855,0.23564760848358976,19,1933,1056,19,858,7.63609766960144
robust,251,0,14,blur,5.417234766623123,142,0.624647319316864,0.009552875168199965,0.5103221535682678,5.363875356553002,5.363875356553002,0,0.6583783626556396,0.009365611643184614,0.5183077752590179,0.009849934951846748,2,1884,112,1668,104,8.3300199508667
standard,252,6,14,blur,1.9754851737918926,140,0.8938862681388855,0.0012703586171456981,0.14727339148521423,1.8472639910622128,1.873773958929999,3,0.9051987528800964,0.0011429130349096554,0.1419985592365265,0.06490617314204516,13,1867,728,21,1118,7.511554002761841
robust,252,6,14,blur,4.513396271847711,97,0.49984291195869446,0.006631102183179953,0.27534589171409607,3.9762536398012616,3.9762536398012616,2,0.7128549218177795,0.005146677372878043,0.2763639986515045,0.1190107404033796,18,1910,1008,18,884,8.152335166931152
standard,253,1,14,jpeg,2.613872118527715,136,0.9449615478515625,0.0022240649257866418,0.2360548973083496,1.61492458988987,1.61492458988987,6,0.9776718020439148,0.0008489522906004254,0.1353292316198349,0.38217153836910367,19,1874,1064,30,780,7.534802675247192
robust,253,1,14,blur,4.430629396687071,140,0.8215590119361877,0.006390129183199104,0.3803791403770447,4.350741077969896,4.411054942259688,8,0.8300430178642273,0.0063337909117663765,0.3701648712158203,0.018030918762221654,13,1862,728,16,1118,8.11354923248291
standard,254,0,14,fractal_random,0.20017486421614897,80,0.9989187717437744,1.3043612065089086e-05,0.01308661699295044,0.0971863552584843,0.09733077192664401,9,0.9998818039894104,3.0837493588048773e-06,0.01015617698431015,0.5144927129634898,19,1941,1064,19,858,7.524722576141357
robust,254,0,14,jpeg,3.212291874420482,141,0.8647856712341309,0.003358990588042921,0.2581509202718735,2.358919697001143,2.3917267942128695,9,0.9453900456428528,0.001862095391202232,0.1709187626838684,0.26565835571006224,19,1863,1064,19,780,8.063666105270386
standard,255,9,14,blur,3.3566042677117176,133,0.8805220723152161,0.003667575589199387,0.25707942247390747,3.354936566359062,3.354936566359062,9,0.8821374773979187,0.0036639320936176652,0.2619200646877289,0.000496841813822971,2,1893,112,1651,130,7.338350057601929
robust,255,9,14,blur,5.743137992109998,96,0.6169390082359314,0.010736860024875413,0.3736509084701538,5.695814461119844,5.815969833974151,2,0.6582427620887756,0.011010906587880646,0.35715436935424805,0.00824001287365328,13,1904,728,32,1144,7.988496780395508
standard,256,1,14,blur,3.0488472948045224,133,0.8906930088996887,0.0030258690843218937,0.31303559243679047,2.090522816045782,2.0918217656138576,8,0.9503707885742188,0.0014243874849739363,0.1656922698020935,0.3143235413566961,18,1873,1008,33,832,7.288438558578491
robust,256,1,14,blur,4.829782799213507,98,0.7170116305351257,0.007593359989446179,0.4696298688650131,4.751625870874025,4.833921385787438,3,0.7475528717041016,0.0076063788901075645,0.44939635694026947,0.016182286365384563,13,1913,728,15,1170,8.996725797653198
standard,257,7,14,fractal_random,0.7292600345576674,128,0.9841986298561096,0.00017311855403745124,0.04646167904138565,0.6153523658228564,0.6237899423567735,5,0.9904522895812988,0.00012666468260487865,0.04427522420883179,0.15619623088752113,19,1899,1048,19,832,8.490828037261963
robust,257,7,14,blur,6.23309858398213,142,0.6962366700172424,0.012646978501835956,0.3315748870372772,6.23309858398213,6.402183467197489,5,0.6736652255058289,0.013342432712882346,0.38537227362394333,0.0,12,1882,672,14,1196,11.162414789199829
standard,258,9,14,fractal_random,1.6222581718145308,129,0.9605397582054138,0.0008566802005270259,0.10941430181264877,1.1542579013174956,1.1652605861098992,8,0.9813726544380188,0.00044200268181436526,0.08466935157775879,0.28848692435530576,18,1898,996,18,884,8.393795728683472
robust,258,9,14,blur,5.281215453919166,97,0.7515704035758972,0.00907917860374825,0.4415964186191559,5.248738097999251,5.499776709215188,8,0.7546693682670593,0.009846205594169917,0.4023973047733307,0.006149598743564546,13,1914,728,42,1144,8.168754816055298
standard,259,1,14,fractal_random,3.6182061743661036,133,0.9266440272331238,0.004261528619863606,0.24092844128608704,2.196733424148119,2.1973130841228747,6,0.9689038395881653,0.0015716747179306007,0.12058895826339722,0.3928667084503612,18,1879,1008,39,832,7.331264495849609
robust,259,1,14,blur,7.922534061653542,97,0.47256898880004883,0.020431818345722847,0.49005579203367233,7.7600090995722955,8.481667133448338,2,0.4957469403743744,0.023417538349643788,0.49762027710676193,0.020514264857237473,14,1930,742,70,1118,8.213817596435547
standard,260,2,14,jpeg,2.078439944454983,118,0.8371006846427917,0.0014062215503600369,0.24259239435195923,1.5521315166316683,1.5521315166316683,3,0.8917660117149353,0.0007842162211031484,0.13126736879348755,0.25322282187052825,17,1909,904,17,988,7.636951923370361
robust,260,2,14,blur,3.406719448903446,72,0.5508000254631042,0.0037779093110472,0.44068247079849243,3.192542849376675,3.254319262071807,4,0.685739278793335,0.003447458925185102,0.5250768065452576,0.06286886922717094,17,1955,929,38,988,9.374511957168579
standard,261,6,14,jpeg,2.5829380194217,142,0.86504727602005,0.0021717346393795886,0.21693312749266624,2.2450017984450095,2.301363304324867,5,0.8963010907173157,0.001724047239626952,0.19672852754592896,0.1308340418684735,16,1885,852,19,1014,8.174347639083862
robust,261,6,14,blur,3.745439191035309,144,0.5994329452514648,0.0045665087023903745,0.36084189638495445,3.649684457008882,4.064183134707692,4,0.691396951675415,0.005376817831539947,0.44916877150535583,0.025565689133497507,13,1883,725,14,1144,8.636590719223022
standard,262,9,14,fractal_random,0.6756069829266202,126,0.9931438565254211,0.00014858229016250345,0.038597166538238525,0.4849486877268581,0.48533585041215926,1,0.9968658089637756,7.667672039071869e-05,0.03786265850067139,0.28220296713610216,18,1884,1008,18,858,7.470128774642944
robust,262,9,14,blur,2.995937595328726,139,0.883312463760376,0.002921758487989607,0.3080432415008545,2.0143700685871355,2.027716569416641,1,0.9554733633995056,0.0013384226765980843,0.15039241313934326,0.3276328346331556,17,1879,952,17,910,8.234693050384521
standard,263,3,14,fractal_random,5.766776471852114,93,0.8395354151725769,0.01082542671754789,0.420874685049057,3.1425146819242724,3.2634238126911774,2,0.9276075959205627,0.0034667756947094276,0.20224913954734802,0.455065633762116,17,1934,929,17,988,7.545528888702393
robust,263,3,14,fractal_random,10.507406395210886,98,0.5562480092048645,0.035939319386106325,0.5940039157867432,6.224624774421125,6.244266995387606,4,0.7919108271598816,0.012692340612221025,0.4794876277446747,0.4075964571753679,20,1910,1120,62,728,8.162251949310303
standard,264,4,14,blur,1.3056396055550863,130,0.916652500629425,0.0005549136652324353,0.13877153396606445,0.9904223284147731,0.9919094678902053,2,0.9420812129974365,0.00032027486773684245,0.09411296248435974,0.24142747799558373,15,1879,840,25,1014,7.557260274887085
robust,264,4,14,jpeg,3.376607237428981,90,0.7266407012939453,0.0037114181106307855,0.32384344935417175,3.108693807871771,3.108693807871771,2,0.6881044507026672,0.0031458259293176034,0.30963316559791565,0.07934397183878714,16,1926,896,68,962,8.267371892929077
standard,265,6,14,jpeg,3.319081643653997,139,0.8831015229225159,0.00358603611889353,0.230447918176651,3.2572279963088735,3.2936202012646967,3,0.8869379162788391,0.003531228526218228,0.2292494773864746,0.018635771573557433,13,1872,728,26,1118,7.518983602523804
robust,265,6,14,blur,5.823747577060277,72,0.5705509781837463,0.01104037625042821,0.38185906410217285,5.3400253851399615,5.561395073355047,4,0.6125988364219666,0.010068071258464066,0.42040586471557617,0.08306029502818693,17,1955,898,17,1040,8.190709590911865
standard,266,0,14,fractal_random,1.382363462862284,84,0.8606464266777039,0.0006220471170106137,0.11214148998260498,1.0559177865755538,1.1091050242927485,8,0.8955124020576477,0.0004004277025804356,0.06904363632202148,0.23615039391362438,19,1943,1014,19,910,7.628721714019775
standard,267,0,14,fractal_random,2.0649029297825736,40,0.9419496655464172,0.0013879635772866723,0.13134151697158813,1.315436152213399,1.315436152213399,2,0.9749037623405457,0.0005632722336809105,0.08049279451370239,0.3629549683713658,19,1967,1064,19,884,7.66031551361084
standard,268,6,14,jpeg,3.1885338192857375,140,0.8810684084892273,0.0033094882541435194,0.27053533494472504,2.277851626812477,2.3484478905547794,2,0.9311719536781311,0.0017953149554158908,0.2145148366689682,0.285611583281642,18,1861,1008,21,832,7.563343524932861
robust,268,6,14,blur,4.0415803986063725,143,0.7371522784233093,0.005317178423958087,0.33278023824095726,3.7104710049018803,3.8158622787913994,4,0.7926381230354309,0.004739845345448823,0.33446168527007103,0.08192572237797525,15,1884,802,16,1066,8.257936716079712
standard,269,6,14,jpeg,2.312070448041201,139,0.9205259680747986,0.001740126873927552,0.2099572867155075,1.8546854717210457,1.8757504397053724,5,0.9485265612602234,0.0011453254102353641,0.17746980488300323,0.19782484426789604,16,1861,896,29,936,7.434039831161499
robust,269,6,14,blur,4.400817563657957,118,0.6595835089683533,0.006304425530143344,0.28933828324079514,3.967872464736316,4.070643416230577,4,0.7454309463500977,0.005393925100968401,0.3802665174007416,0.09837833372074099,17,1909,903,18,988,8.231072902679443
standard,270,6,14,jpeg,2.1100573136201293,139,0.9402565360069275,0.0014493300347531892,0.1468590497970581,1.8003748851668033,1.8012760183984808,5,0.9489673972129822,0.0010561833812380318,0.12333178520202637,0.1467649368831683,16,1877,896,19,962,7.435454607009888
robust,270,6,14,blur,3.661215711094396,118,0.7428451180458069,0.00436344416769676,0.23772035539150238,3.4603216189553234,3.5043266158346196,2,0.7879459261894226,0.003997495136022451,0.2550836056470871,0.05487087022223617,16,1906,896,22,988,7.983439207077026
standard,271,3,14,jpeg,1.0980709934540804,86,0.9796690940856934,0.0003924999696175884,0.1492515504360199,0.7320463083347413,0.738728939407564,5,0.99029940366745,0.00017764338133767257,0.056260108947753906,0.33333426281298606,19,1941,1028,29,884,7.338431358337402
robust,271,3,14,blur,1.903627683863521,141,0.9319513440132141,0.001179621861579295,0.16257698833942413,1.683949450485763,1.6855673862488494,5,0.9510779976844788,0.000924849422849738,0.11170768737792969,0.11539978917091,16,1874,896,16,962,8.090538501739502
standard,272,2,14,blur,2.278650121065859,134,0.9538981318473816,0.0016901843666124522,0.2191787213087082,2.268484944367867,2.2890686527820185,2,0.9534311294555664,0.0017056755344282881,0.21644021570682526,0.004461052007948084,5,1892,280,1274,338,7.390977382659912
robust,272,2,14,fractal_random,5.9347675937358195,94,0.7210772633552551,0.011465321091034134,0.450245201587677,5.214680911489665,5.214680911489665,3,0.7796483039855957,0.008851854568943057,0.39248383045196533,0.12133359409157157,18,1911,1008,45,858,8.998828411102295
standard,273,6,14,blur,1.6904577184936576,137,0.9195601344108582,0.0009302237298225201,0.20904311537742615,1.544389779755996,1.5725196723075632,3,0.9212695956230164,0.0008049538381071,0.17913876473903656,0.08640733047604443,15,1890,830,20,1040,8.981208086013794
robust,273,6,14,blur,2.16566019345518,144,0.8643946647644043,0.0015267200760144294,0.2582562267780304,1.8532260810867984,1.8532260810867984,2,0.9265993237495422,0.0011179840096145132,0.23725669085979462,0.14426737551559815,17,1879,952,17,910,10.098254442214966
standard,274,1,14,jpeg,1.16037053617889,130,0.9653857350349426,0.0004383007100364859,0.12729495763778687,0.7309746716869646,0.736135959669377,8,0.967945396900177,0.00017639848768979632,0.0567566454410553,0.37005064425879824,18,1897,969,18,910,8.008414506912231
robust,274,1,14,blur,4.072809485908662,140,0.8217527270317078,0.005399667027508978,0.39856408536434174,3.7733918391639074,3.7952196111119076,8,0.8169930577278137,0.004688701773491329,0.33345356583595276,0.07351624174435285,16,1887,868,31,988,8.229414701461792
standard,275,8,14,blur,1.852942479424001,85,0.9542860984802246,0.0011176418724134,0.14012205600738525,0.6121069381611327,0.6121069381611327,9,0.9956418871879578,0.0001219644848568449,0.04847615212202072,0.669656805347023,21,1935,1176,57,702,7.422874689102173
robust,275,8,14,jpeg,4.968462344504023,91,0.7785043716430664,0.00803568296508933,0.4180351495742798,3.408831315655596,3.4630392795455656,9,0.8952404856681824,0.0039038545556003366,0.22215168178081512,0.31390617875440846,21,1936,1132,50,754,8.196462869644165
standard,276,2,14,blur,1.3076524961652634,132,0.9662027955055237,0.0005566259930752747,0.11261129379272461,0.8929275087016664,0.9001470713206925,4,0.9786556363105774,0.0002637580572835067,0.08034642040729523,0.31715229289111024,18,1875,1008,35,832,8.082340478897095
robust,276,2,14,blur,6.9697275891375785,72,0.24790732562541962,0.015812858941010918,0.3247778043150902,3.7359493306235976,3.7359493306235976,4,0.7714484333992004,0.004543397574593897,0.22283121943473816,0.4639748422239445,18,1950,1008,32,910,8.776038408279419
standard,277,8,14,blur,1.6354820541618131,133,0.9375359416007996,0.0008707036293897604,0.18466180562973022,1.4554036658549916,1.4554036658549916,3,0.92523193359375,0.0006895182052398594,0.16746199131011963,0.11010722364612675,18,1894,972,116,806,8.217490673065186
robust,277,8,14,fractal_random,8.332781349650679,52,0.19646485149860382,0.022602618821968165,0.5809623897075653,6.457518255943694,6.612789803893203,2,0.391452819108963,0.01423469696147627,0.43829696998000145,0.2250464778828738,19,1975,1032,111,832,8.730385065078735
standard,278,6,14,blur,4.8597299196311985,140,0.6997045874595642,0.007687817347577688,0.30668890476226807,4.5620738046825755,4.5620738046825755,5,0.7421221137046814,0.006774908027357144,0.3064756393432617,0.06124951795082717,16,1865,896,137,832,7.4691386222839355
robust,278,6,14,blur,7.305013895337633,98,0.3033387362957001,0.01737084245152212,0.4731784760951996,6.6869804212446375,6.732664688925964,4,0.55879807472229,0.014755460304435376,0.4496867638081312,0.08460401074492829,15,1927,840,47,1040,8.242980480194092
standard,279,8,14,jpeg,0.27815419199590063,127,0.9940909743309021,2.51854669677384e-05,0.02513059973716736,0.22850671026157912,0.23023339420797165,0,0.9957213997840881,1.725501709301127e-05,0.03611816465854645,0.17848906528452824,16,1874,896,16,962,7.413909196853638
robust,279,8,14,fractal_random,0.5078102996931354,80,0.9732615351676941,8.394248062318749e-05,0.03347283601760864,0.024483241363551688,0.024525209373712317,0,0.9999827742576599,1.9579588115149066e-07,0.003217339515686035,0.9517866388721405,18,1947,993,18,936,8.245185136795044
standard,280,0,14,fractal_random,0.2412967311486674,78,0.9919413924217224,1.8953161609059986e-05,0.01310431957244873,0.2349891018306147,0.2349891018306147,3,0.9924551844596863,1.7975218317242546e-05,0.013312816619873047,0.02614055021809001,16,1949,881,28,1040,7.706333160400391
robust,280,0,14,fractal_random,6.121731446690686,51,0.2178308218717575,0.012199087208789594,0.5909229964017868,2.854704499402909,2.894537705875041,8,0.8216761946678162,0.002727326957140052,0.4441469758749008,0.5336769467490903,20,1976,1099,45,832,8.323835372924805
standard,281,4,14,blur,2.2982319487431306,138,0.9260823130607605,0.0017193587533280107,0.16225320100784302,1.1420692326681983,1.1495523536390746,3,0.9852027297019958,0.0004301662291692659,0.0943211019039154,0.5030661577510577,18,1884,1008,18,858,7.7212159633636475
robust,281,4,14,blur,0.06186970434698391,137,0.9999544024467468,1.246048279942448e-06,0.004194974899291992,0.036491759869568444,0.0371678974941075,3,0.9999881386756897,4.496918878884938e-07,0.0030953586101531982,0.4101837037249818,17,1890,937,17,936,8.409701824188232
standard,282,0,14,fractal_random,1.1320428279647208,82,0.9609659314155579,0.0004171617722481648,0.07997860014438629,0.9838158434254697,0.9838819955590248,6,0.9721762537956238,0.0003151119104923779,0.06901602447032928,0.13093761196804338,18,1936,1008,18,910,7.593602180480957
robust,282,0,14,blur,4.121862536660084,97,0.8463315963745117,0.005530517829141245,0.3337545245885849,3.9462184090655414,4.012706114344991,2,0.8558447360992432,0.005241474683224155,0.3434291463345289,0.04261280574797271,16,1930,863,27,1040,8.415450096130371
standard,283,7,14,fractal_random,0.9618926344382001,127,0.9726536870002747,0.0003011840625606968,0.05611163377761841,0.6731994886832386,0.6731994886832386,2,0.9867920875549316,0.00014752524407286253,0.055674225091934204,0.3001303216377934,18,1884,1008,18,858,7.587230920791626
robust,283,7,14,blur,2.6883895723648115,138,0.85794997215271,0.0023526818010416195,0.2907751202583313,2.611922789911477,2.662376483357351,2,0.8876714110374451,0.0023073725272848276,0.3176755905151367,0.02844334141129381,16,1889,843,32,1014,8.212509393692017
standard,284,7,14,fractal_random,1.9355081124656137,130,0.9244266152381897,0.0012194634288477224,0.1409485936164856,1.539112866406484,1.5447204456557395,4,0.954103946685791,0.000776745201890735,0.10134589672088623,0.20480164536958104,18,1897,999,40,858,7.561467170715332
robust,284,7,14,blur,4.922846180626908,139,0.5361807942390442,0.007888806809281555,0.44483718276023865,4.003510587437503,4.01084812370078,6,0.8047637939453125,0.005236621935451713,0.3412602236494422,0.18674879520048912,18,1888,994,88,806,8.350311279296875
standard,285,5,14,jpeg,2.09982438081522,136,0.9301822185516357,0.001435306780685554,0.18591898679733276,2.085021213614772,2.085021213614772,5,0.9295708537101746,0.0014151411105913347,0.1782839298248291,0.007049716793316403,3,1890,168,1592,130,7.557509899139404
robust,285,5,14,blur,5.3833291837895345,95,0.5269255042076111,0.009433669629244829,0.37786543369293213,4.4838190732099505,4.500394983103855,4,0.7939767241477966,0.006592954169859162,0.3913143277168274,0.16709179020451131,18,1932,996,52,884,8.19119930267334
standard,286,5,14,blur,1.8725020575203524,131,0.9385266900062561,0.0011413619646542816,0.16414301097393036,0.9499804328605086,0.9659243095178002,3,0.9891689419746399,0.00030371412564968105,0.16986589133739471,0.49266788303639386,19,1896,1025,39,832,7.352177858352661
robust,286,5,14,blur,1.8116998730509963,138,0.9426746964454651,0.0010684428483115221,0.1584828644990921,1.1463324737373037,1.1483971808829474,3,0.9845961928367615,0.00042930212420013884,0.210387721657753,0.3672613820925976,15,1869,840,15,1014,8.072203159332275
standard,287,3,14,fractal_random,3.5328832601382656,42,0.6855525970458984,0.004062911500574603,0.23173946142196655,1.9205521049939775,1.9359778130713285,4,0.8654157519340515,0.0012200553497449633,0.12111550569534302,0.4563782713502927,19,1985,1043,32,910,7.633686304092407
robust,287,3,14,blur,4.0699266756874035,72,0.48066186904907227,0.005392025763499974,0.33648818731307983,2.845171977058499,2.8461295300699625,4,0.8245091438293457,0.0026368663019043282,0.28314024209976196,0.30092795183393456,18,1936,1008,18,910,9.542047262191772
standard,288,5,14,blur,1.709608556758228,132,0.9688787460327148,0.000951419732207341,0.1329236626625061,1.325152943224864,1.3374206151895542,3,0.9692477583885193,0.0005822571346767667,0.12435644865036011,0.2248793222364138,17,1895,942,17,936,8.741638422012329
robust,288,5,14,blur,4.907841109110424,97,0.7413174510002136,0.007840789177172604,0.29520219564437866,4.377469512506532,4.388041036520157,3,0.798884391784668,0.00626787244519568,0.31623929738998413,0.10806617101343471,17,1907,952,19,936,9.939502239227295
standard,289,2,14,blur,1.5025224364925274,134,0.9642224311828613,0.0007348872630740371,0.14158116281032562,1.0480882444650843,1.0493668301432098,3,0.9725006222724915,0.000358454014606453,0.09106063842773438,0.3024475249023698,17,1883,952,21,910,7.384954929351807
robust,289,2,14,jpeg,4.969811323261035,141,0.6618854403495789,0.008040047066671094,0.5067576169967651,4.884637536536197,4.884637536536197,2,0.6622040271759033,0.007766824228047077,0.5340254604816437,0.017138233462945445,2,1885,112,1669,104,8.162514209747314
standard,290,3,14,jpeg,1.0800257602465817,84,0.9539924263954163,0.00037970561288939026,0.10859176889061928,0.6748111870620765,0.6748111870620765,6,0.9755658507347107,0.00014823247017689808,0.05116000771522522,0.3751897298190279,20,1922,1120,74,728,7.332725286483765
robust,290,3,14,jpeg,3.304198044922913,136,0.7507341504096985,0.0035539468489819014,0.21692852675914764,1.9212538534695374,1.9250737508936417,4,0.9014728665351868,0.0012063505863343946,0.16755898296833038,0.41854155612081045,20,1891,1119,70,702,8.457529544830322
standard,291,4,14,jpeg,2.533826211891976,133,0.9394679665565491,0.002089933356793894,0.22260797023773193,1.3166151767896583,1.3166151767896583,5,0.9813340306282043,0.0005642824222108,0.09834608435630798,0.4803845778331583,17,1894,930,54,910,8.061505317687988
robust,291,4,14,jpeg,5.656596323273088,93,0.7199155688285828,0.010415716785308145,0.42460954189300537,2.2286342141384474,2.246495221882959,3,0.9602368474006653,0.001642819293096941,0.1698627769947052,0.6060114445556036,19,1934,1015,35,884,8.523216485977173
standard,292,1,14,fractal_random,1.5718663218285405,129,0.9716348648071289,0.0008042850695634064,0.10579326748847961,1.2011369638873601,1.2040840747312478,2,0.9830010533332825,0.0004719461204620589,0.07128632068634033,0.23585298113004521,18,1889,1008,49,832,7.744603395462036
robust,292,1,14,blur,4.513477892430465,92,0.7519921660423279,0.0066313420200060395,0.30682139098644257,3.4611078064791028,3.4611078064791028,7,0.8736934065818787,0.003899501047690901,0.2159157656133175,0.23316167953681294,18,1910,1008,18,884,8.45105266571045
standard,293,7,14,fractal_random,1.564249724139332,129,0.9351169466972351,0.0007965095050357996,0.12532180547714233,0.845727986876656,0.8508542364150384,4,0.9820859432220459,0.0002356617593913607,0.05618292838335037,0.4593395326682988,18,1884,1008,18,858,7.383765459060669
robust,293,7,14,blur,2.564661330544661,135,0.7469236254692078,0.0021411092904918983,0.1846572607755661,1.6653884880521845,1.6653884880521845,4,0.9303653836250305,0.0009028381516366814,0.2287387251853943,0.35063999748516367,20,1868,1120,20,728,8.15627908706665
standard,294,5,14,blur,2.7233896117985363,133,0.868947446346283,0.0024143395109544863,0.2528252527117729,1.637378474007878,1.637378474007878,4,0.937235414981842,0.0008727240212176535,0.11877861618995667,0.39877185882098326,20,1868,1120,20,728,7.446939468383789
robust,294,5,14,blur,2.637140735220622,137,0.8775764107704163,0.0022638382999218636,0.2466564103960991,2.3574583045917685,2.3676923607592295,3,0.8912773728370667,0.001824859064151471,0.1877792701125145,0.10605517820627633,15,1869,840,15,1014,8.119977235794067
standard,295,4,14,blur,1.533938504320868,137,0.9634906649589539,0.0007659398877077286,0.09997876733541489,1.1377927430763781,1.1598246281457492,3,0.9774355292320251,0.0004378883833447238,0.07672682404518127,0.25825400440018187,17,1890,939,41,910,7.5709052085876465
robust,295,4,14,blur,5.749133332364943,96,0.5490929484367371,0.010759288435322154,0.39558642730116844,5.4131128242987785,5.517267933152739,4,0.6233721375465393,0.009908934167759937,0.4260696731507778,0.058447158665554985,15,1931,792,151,988,8.195814609527588
standard,296,6,14,jpeg,2.6927486328014654,140,0.9127864837646484,0.002360317447738985,0.17125219106674194,2.415336071060451,2.4585268010665375,4,0.9262683987617493,0.0019675631191872576,0.16445444524288177,0.10302207876433003,18,1887,958,19,910,7.582226276397705
robust,296,6,14,blur,2.7562870448483205,144,0.8796632885932922,0.002473020271353739,0.19096985459327698,1.5064220778171593,1.5092284910399711,3,0.9824783802032471,0.0007414618209669964,0.10256531834602356,0.4534596530384018,15,1869,840,15,1014,8.104785680770874
standard,297,1,14,blur,2.790041366072748,135,0.926544189453125,0.0025339618569000934,0.19813626259565353,1.9481592541877526,1.9518744756256343,3,0.9520427584648132,0.0012401738167421028,0.1464734673500061,0.3017453870478005,19,1892,1015,19,858,7.667868614196777
robust,297,1,14,blur,4.534639940625303,94,0.8054936528205872,0.006693671676795007,0.2892737314105034,4.168593487729691,4.172912866135096,8,0.8389458656311035,0.005668359964802642,0.30616825819015503,0.08072227512844968,16,1926,896,16,1014,8.287641763687134
standard,298,9,14,fractal_random,2.940315030064226,134,0.9312417507171631,0.0028142748945382775,0.19183596968650818,2.163131819438311,2.2142693408515264,3,0.9622738361358643,0.0015960249458453716,0.14688336849212646,0.2643197081534963,18,1884,1008,18,858,7.506282329559326
robust,298,9,14,blur,10.415062191006541,98,0.4323878586292267,0.03531039076905406,0.5641660690307617,9.774243429379663,9.774243429379663,3,0.5388653874397278,0.031098904500342365,0.48045265674591064,0.06152807826536347,17,1919,952,213,754,8.162262201309204
